第191世代
f1,f2,first_soc,front
122.866,0,80,0
time
32.28,72.1686
soc
59,67
f1,f2,first_soc,front
104.068,22.4777,100,0
time
45.88,80.2565
soc
58,38
f1,f2,first_soc,front
110.727,13.0994,94,0
time
41.8
soc
79
f1,f2,first_soc,front
111.232,12.5219,94,0
time
41.8
soc
80
f1,f2,first_soc,front
110.222,13.6769,94,0
time
41.8
soc
78
f1,f2,first_soc,front
111.702,12.2515,86,0
time
37.72
soc
80
f1,f2,first_soc,front
109.212,14.8319,94,0
time
41.8
soc
76
f1,f2,first_soc,front
106.687,17.7194,94,0
time
41.8
soc
71
f1,f2,first_soc,front
108.202,15.9869,94,0
time
41.8
soc
74
f1,f2,first_soc,front
109.535,14.7346,94,0
time
40.44
soc
79
f1,f2,first_soc,front
108.853,15.2424,94,0
time
39.08
soc
80
f1,f2,first_soc,front
108.348,15.8199,94,0
time
39.08
soc
79
f1,f2,first_soc,front
107.843,16.3974,94,0
time
39.08
soc
78
f1,f2,first_soc,front
110.04,14.1571,94,0
time
40.44
soc
80
f1,f2,first_soc,front
109.717,14.2544,94,0
time
41.8
soc
77
f1,f2,first_soc,front
106.833,17.5524,94,0
time
39.08
soc
76
f1,f2,first_soc,front
108.707,15.4094,94,0
time
41.8
soc
75
f1,f2,first_soc,front
107.192,17.1419,94,0
time
41.8
soc
72
f1,f2,first_soc,front
104.952,21.47,99,0
time
41.8,64.9163
soc
66,67
f1,f2,first_soc,front
104.962,20.4545,100,0
time
45.88,88.5716
soc
61,28
f1,f2,first_soc,front
106.639,18.5373,99,0
time
43.16,68.9783
soc
69,68
f1,f2,first_soc,front
107.662,16.8778,94,0
time
37.72
soc
80
f1,f2,first_soc,front
107.338,16.9749,94,0
time
39.08
soc
77
f1,f2,first_soc,front
107.697,16.5644,94,0
time
41.8
soc
73
f1,f2,first_soc,front
112.179,12.2021,100,0
time
45.88,84.8415
soc
59,47
f1,f2,first_soc,front
122.507,0.379195,80,0
time
29.56,68.0799
soc
61,71
f1,f2,first_soc,front
121.497,1.53418,80,0
time
29.56,69.09
soc
63,69
f1,f2,first_soc,front
122.002,0.956689,80,0
time
29.56,68.5849
soc
62,70
f1,f2,first_soc,front
121.856,1.12416,80,0
time
32.28,78.2292
soc
71,65
f1,f2,first_soc,front
122.361,0.546669,80,0
time
32.28,78.7342
soc
72,66
f1,f2,first_soc,front
121.351,1.70166,80,0
time
32.28,78.2292
soc
71,64
f1,f2,first_soc,front
122.719,0.136643,80,0
time
32.28,79.9391
soc
69,62
f1,f2,first_soc,front
122.068,0.881614,80,0
time
32.28,87.2045
soc
78,56
f1,f2,first_soc,front
122.573,0.30412,80,0
time
32.28,83.6692
soc
71,57
f1,f2,first_soc,front
121.563,1.45911,80,0
time
32.28,83.6692
soc
71,55
f1,f2,first_soc,front
120.406,2.78415,83,0
time
35,91.2932
soc
79,51
f1,f2,first_soc,front
115.649,8.22157,80,0
time
32.28,79.9391
soc
69,48
