第0世代
f1,f2,first_soc,front
120.411,11.5601,100,0
time
44.52,79.4195
soc
56,68
f1,f2,first_soc,front
105.881,34.5552,100,0
time
39.08,57.7609
soc
36,51
f1,f2,first_soc,front
107.866,27.357,100,0
time
1,45.6749,83.873
soc
100,56,33
f1,f2,first_soc,front
108.482,17.4452,100,0
time
21.4,48.588
soc
70,75
f1,f2,first_soc,front
114.989,11.5634,100,0
time
33.64,82.7254,91.5133
soc
76,33,47
f1,f2,first_soc,front
110.891,13.6764,100,0
time
40.44,74.5647
soc
75,68
f1,f2,first_soc,front
111.689,12.764,100,0
time
40.44,68.6197
soc
74,79
f1,f2,first_soc,front
122.419,11.5601,100,1
time
44.52,78.1355,104.562
soc
75,77,57
f1,f2,first_soc,front
108.391,29.0857,100,1
time
47.24,95.5534
soc
59,23
f1,f2,first_soc,front
110.669,23.6666,100,1
time
39.08,77.887
soc
57,44
f1,f2,first_soc,front
118.787,11.5747,100,1
time
24.12,52.7922,80.458
soc
79,70,71
f1,f2,first_soc,front
111.548,13.9259,100,1
time
44.52,67.3346
soc
59,74
f1,f2,first_soc,front
111.263,19.3723,100,1
time
41.8
soc
83
f1,f2,first_soc,front
111.366,14.1337,100,1
time
43.16,63.7726
soc
57,76
f1,f2,first_soc,front
120.295,11.5638,100,1
time
43.16,93.6134
soc
73,56
f1,f2,first_soc,front
128.764,11.5615,100,2
time
39.08,48.7064,67.5628,92.6074,103.816,111.038
soc
45,66,73,58,59,67
f1,f2,first_soc,front
109.317,37.4046,100,2
time
29.56,39.094
soc
64,90
f1,f2,first_soc,front
111.298,20.2791,100,2
time
49.96
soc
72
f1,f2,first_soc,front
121.116,11.5638,100,2
time
43.16,52.9718,103.547
soc
41,76,45
f1,f2,first_soc,front
116.934,14.8691,100,2
time
47.24,66.0229,107.494
soc
49,69,32
f1,f2,first_soc,front
114.829,16.3953,100,2
time
45.88
soc
83
f1,f2,first_soc,front
133.128,11.5624,100,3
time
36.36,59.3829,91.2356,106.985
soc
52,56,50,75
f1,f2,first_soc,front
111.496,29.0259,100,3
time
2.36,56.2329,71.8946
soc
100,40,59
f1,f2,first_soc,front
113.438,22.7732,100,3
time
13.24,54.3242
soc
85,75
f1,f2,first_soc,front
118.085,16.7701,100,3
time
