第0世代
,f1,f2,front
98.38,4.82143,88,17
97.7033,5.42411,89,17
98.2767,4.82143,88,17
106.33,0.602678,81,18
93.8233,11.4727,96,18
101.953,0.602679,81,18
97.56,7.83482,93,18
97.5667,6.02679,90,18
95.3133,11.4509,99,18
98.9033,4.21875,87,18
100.343,3.30928,84,18
100.38,3.01339,85,18
95.9433,9.64286,96,18
101.863,2.21262,81,18
95.3867,10.126,95,18
101.837,2.41071,84,18
97.1533,9.04018,95,18
98.33,4.82143,88,18
97.5367,8.68841,89,18
93.85,11.4509,99,18
98.4367,4.21875,87,18
97.9433,5.42411,89,18
95.41,9.64286,96,18
97.8633,5.42411,89,18
97.3167,9.04018,95,18
101.85,2.41071,84,18
106.38,0.602678,81,19
93.84,64.3369,100,19
93.9033,24.4205,98,19
102.113,0.602679,81,19
93.9167,13.9782,99,19
95.41,9.64286,96,19
101.85,2.41071,84,19
98.9833,4.21875,87,19
93.9967,11.4509,99,19
96.0233,9.64286,96,19
100.447,3.01339,85,19
100.38,3.61607,86,19
97.1533,9.04018,95,19
97.5967,6.02679,90,19
97.5833,8.26595,88,19
101.997,0.602679,81,19
97.4067,9.04018,95,19
93.9833,11.8569,99,19
97.9433,5.42411,89,19
98.5167,4.21875,87,19
98.3433,5.40595,84,19
98.0233,5.42411,89,19
98.38,4.82143,88,19
98.45,4.21875,87,19
106.503,0.602678,81,20
93.92,60.4482,98,20
94.01,11.4509,99,20
102.207,0.602679,81,20
99.1167,4.21875,87,20
96.0767,9.64286,96,20
95.4367,10.5789,96,20
100.38,3.61607,86,20
100.647,3.01339,85,20
101.873,3.01339,85,20
97.1533,9.04018,95,20
97.69,6.02679,90,20
95.5167,9.64286,96,20
98.5567,4.21875,87,20
97.4867,9.04018,95,20
102.103,2.41071,84,20
102.113,0.602679,81,20
98.1967,5.42411,89,20
97.6533,7.83482,93,20
98.01,6.02678,90,20
97.5967,7.83482,93,20
98.38,4.82143,88,20
101.93,2.41071,84,20
97.2267,9.04018,95,20
98.0233,5.42411,89,20
第11世代
,f1,f2,front
100.117,0.602678,81,0
92.3333,11.4509,99,0
96.6367,4.21875,87,0
98.45,2.41071,84,0
96.0367,5.42411,89,0
95.58,7.23214,92,0
94.1967,9.04018,95,0
93.6633,9.64286,96,0
94.4933,7.83482,93,0
97.3433,3.01339,85,0
97.3033,3.01339,85,0
93.0667,10.8482,98,0
98.8633,1.87929,82,0
95.69,6.02679,90,0
92.4933,11.4509,99,0
94.32,7.83482,93,0
99.54,0.602679,81,0
98.9567,1.20536,82,0
99.01,0.602679,81,0
95.65,6.62946,91,0
93.6533,10.8482,98,0
93.56,10.8482,98,0
92.65,12.1061,99,1
100.69,0.602678,81,1
92.9833,11.4509,99,1
93.6633,9.64286,96,1
99.2067,0.602679,81,1
97.6767,3.01339,85,1
95.58,7.23214,92,1
97.3967,4.21875,87,1
95.85,6.02679,90,1
96.65,4.21875,87,1
99.1033,2.41071,84,1
98.5167,3.01339,85,1
99.8067,0.602679,81,1
96.61,5.42411,89,1
94.7333,7.83482,93,1
96.0367,5.42411,89,1
94.41,9.64286,96,1
94.5433,9.04018,95,1
95.16,7.83482,93,1
98.85,2.41071,84,1
92.6667,11.4509,99,1
93.8367,9.64286,96,1
94.5033,9.04018,95,1
94.9867,7.83482,93,1
100.77,0.602678,81,2
92.65,16.262,99,2
92.7467,11.4509,99,2
97.8367,3.01339,85,2
93.8233,9.64286,96,2
93.2633,11.4509,99,2
96.6767,4.21875,87,2
97.4233,4.21875,87,2
95.9133,7.23214,92,2
96.1833,5.42411,89,2
94.9033,9.04018,95,2
99.01,3.01339,85,2
99.8633,0.602679,81,2
96.0367,6.02679,90,2
95.24,7.83482,93,2
95.0667,7.83482,93,2
99.0233,2.41071,84,2
99.2867,1.80804,83,2
99.38,0.602679,81,2
94.49,9.64286,96,2
99.29,1.20536,82,2
94.41,9.64286,96,2
92.85,11.4509,99,2
92.85,11.4509,99,3
100.783,0.602678,81,3
99.0233,2.41071,84,3
99.29,1.20536,82,3
97.4767,4.21875,87,3
95.9133,7.23214,92,3
94.9167,9.04018,95,3
96.69,4.21875,87,3
93.8233,10.5096,96,3
96.1833,6.02679,90,3
98.01,3.01339,85,3
93.57,11.4509,99,3
97.8867,3.01339,85,3
96.37,5.42411,89,3
95.08,7.83482,93,3
94.1567,9.64286,96,3
94.41,9.64286,96,3
99.8733,0.602679,81,3
95.48,7.83482,93,3
99.9533,0.602679,81,3
93,11.4509,99,3
96.1967,5.42411,89,3
95.32,7.83482,93,3
101.023,0.602678,81,4
92.92,61.3202,100,4
93.17,11.4509,99,4
98.6767,3.01339,85,4
97.93,3.01339,85,4
99.9533,0.602679,81,4
99.29,1.20536,82,4
93.9033,11.4509,99,4
95.0233,9.64286,96,4
99.1033,2.41071,84,4
94.45,9.64286,96,4
99.94,0.602679,81,4
97.6233,4.21875,87,4
97.3833,4.21875,87,4
96.9967,4.82143,88,4
95.29,9.04018,95,4
95.9133,7.23214,92,4
96.8767,5.42411,89,4
94.08,10.8482,98,4
94.21,9.64286,96,4
96.5167,5.42411,89,4
95.8133,7.83482,93,4
96.37,5.42411,89,4
95.4,7.83482,93,4
95.56,7.83482,93,4
96.3267,7.23214,92,4
96.3267,7.23214,92,4
101.103,0.602678,81,5
93.1,69.7715,100,5
93.1833,11.4509,99,5
100.113,0.602679,81,5
99.2633,3.01339,85,5
99.9433,1.87929,82,5
93.93,11.4509,99,5
98.8367,3.01339,85,5
94.49,9.64286,96,5
95.2367,9.64286,96,5
97.6367,4.21875,87,5
96.1033,7.83482,93,5
98.0333,3.01339,85,5
98.25,3.01339,85,5
96.9433,5.42411,89,5
96.53,5.42411,89,5
95.6533,7.83482,93,5
97.0767,4.82143,88,5
94.2267,10.8482,98,5
97.38,4.82143,88,5
95.5,9.04018,95,5
95.3433,9.42604,93,5
97.4233,4.21875,87,5
94.33,9.64286,96,5
96.37,5.42411,89,5
96.3267,7.23214,92,5
95.58,7.91163,92,5
96.37,6.78308,89,5
94.3067,10.8482,98,5
98.22,3.01339,85,5
96.3267,7.23214,92,5
101.183,0.602678,81,6
93.2367,11.4509,99,6
95.57,9.04018,95,6
99.9533,1.96926,81,6
96.4367,6.02679,90,6
94.33,9.64286,96,6
94.6633,9.64286,96,6
96.3267,7.72173,92,6
100.117,0.602679,81,6
99.5967,3.01339,85,6
94.2367,11.4213,96,6
98.14,3.61607,86,6
95.7333,7.83482,93,6
98.5167,3.30928,84,6
97.8767,4.21875,87,6
100.503,0.602679,81,6
97.1167,5.42411,89,6
94.16,11.4509,99,6
93.24,11.4509,99,6
98.8367,3.01339,85,6
97.49,4.21875,87,6
97.22,4.82143,88,6
99.17,3.01339,85,6
97.46,4.82143,88,6
96.53,5.42411,89,6
96.61,5.42411,89,6
96.1467,7.83482,93,6
95.8933,7.83482,93,6
93.2367,22.0653,99,7
101.437,0.602678,81,7
93.2767,11.4509,99,7
94.2633,11.4509,99,7
95.6633,9.04018,95,7
94.69,9.64286,96,7
96.4367,6.02679,90,7
100.197,2.21262,81,7
95.9867,7.83482,93,7
99.7133,3.01339,85,7
98.2333,3.61607,86,7
97.3667,4.82143,88,7
100.62,0.602679,81,7
94.3433,9.64286,96,7
100.22,0.602679,81,7
96.7033,5.42411,89,7
97.89,4.21875,87,7
98.85,3.30928,84,7
99.1833,3.01339,85,7
95.7467,7.83482,93,7
97.5033,4.21875,87,7
96.61,5.42411,89,7
98.8867,3.01339,85,7
101.517,0.602678,81,8
93.2533,61.6536,100,8
93.3167,11.4509,99,8
94.41,9.64286,96,8
94.77,9.64286,96,8
96.7833,5.42411,89,8
97.9033,4.21875,87,8
100.62,0.602679,81,8
98.86,3.99256,85,8
95.6633,9.04018,95,8
96.2267,7.83482,93,8
97.5833,4.82143,88,8
100.277,2.41071,84,8
99.5033,3.01339,85,8
99.78,3.01339,85,8
95.69,9.04018,95,8
98.9167,3.01339,85,8
96.5167,6.33751,89,8
100.38,0.602679,81,8
96.48,7.83482,93,8
97.6367,4.21875,87,8
97.6333,4.82143,88,8
98.8867,3.61607,86,8
98.8867,3.61607,86,8
101.69,0.602678,81,9
93.3167,22.5032,98,9
93.3333,11.4509,99,9
96.85,5.42411,89,9
94.41,9.64286,96,9
95.9033,9.04018,95,9
100.193,3.01339,85,9
94.8633,9.64286,96,9
96.4,7.83482,93,9
98.9033,4.08046,85,9
100.583,0.602679,81,9
97.9567,4.21875,87,9
100.7,0.602679,81,9
97.6333,4.82143,88,9
99.5167,3.01339,85,9
96.3267,8.1686,92,9
99.17,3.01339,85,9
97.6767,4.21875,87,9
98.9533,3.01339,85,9
97.6633,4.82143,88,9
98.9667,3.01339,85,9
93.3167,28.5393,98,10
101.783,0.602678,81,10
93.3933,11.4509,99,10
94.9567,9.64286,96,10
100.46,3.01339,85,10
94.4133,10.8482,98,10
96.0733,9.04018,95,10
98.0767,4.21875,87,10
99.06,3.61607,86,10
97.6767,4.82143,88,10
100.633,0.602679,81,10
99.6333,3.01339,85,10
96.8633,5.42411,89,10
100.953,0.602679,81,10
94.49,9.64286,96,10
96.85,6.02679,90,10
96.7333,7.83482,93,10
96.37,8.90315,89,10
96.64,8.69596,93,10
97.7567,4.21875,87,10
99.25,3.01339,85,10
99.1833,3.30928,84,10
96.66,7.91163,92,10
101.943,0.602678,81,11
93.3933,12.8099,99,11
99.9167,3.01339,85,11
100.7,0.602679,81,11
94.4933,11.4509,99,11
96.66,8.16815,92,11
99.06,3.61607,86,11
93.5033,11.4509,99,11
94.6633,9.64286,96,11
98.09,4.21875,87,11
96.0767,9.64286,96,11
95.0767,9.64286,96,11
99.33,3.01339,85,11
100.953,0.602679,81,11
96.8633,6.78308,89,11
96.1533,9.04018,95,11
97.69,5.42411,89,11
96.9033,6.62946,91,11
96.9433,5.42411,89,11
97.7,4.82143,88,11
97.7567,4.21875,87,11
97.0367,5.42411,89,11
96.1533,9.04018,95,11
96.8867,6.74964,88,11
102.103,0.602678,81,12
93.4767,28.6142,98,12
93.49,19.9686,99,12
93.5167,11.4509,99,12
98.1567,4.21875,87,12
100.077,3.01339,85,12
94.5967,11.4509,99,12
99.4367,3.30928,84,12
100.783,1.20536,82,12
95.17,9.64286,96,12
101.033,0.602679,81,12
96.1033,9.64286,96,12
94.7033,9.64286,96,12
96.8933,7.83482,93,12
96.66,8.21131,92,12
97.1167,5.42411,89,12
97.69,5.42411,89,12
97.0233,6.02679,90,12
96.4067,9.04018,95,12
99.46,3.01339,85,12
97.77,4.21875,87,12
96.1533,9.04018,95,12
100.863,0.602679,81,12
97.1033,6.02679,90,12
97.7433,4.82143,88,12
97.7,4.82143,88,12
102.277,0.602678,81,13
93.57,11.4509,99,13
99.46,3.01339,85,13
100.863,2.21262,81,13
94.72,10.126,95,13
98.1567,4.21875,87,13
100.237,3.01339,85,13
96.29,9.52976,95,13
95.25,9.64286,96,13
100.953,0.602679,81,13
97.0733,7.23214,92,13
97.0667,7.83482,93,13
101.127,0.602679,81,13
97.0367,8.90315,89,13
97.7133,4.82143,88,13
96.41,9.04018,95,13
97.1033,6.02679,90,13
97.81,4.21875,87,13
97.7033,5.42411,89,13
94.7567,9.64286,96,13
96.93,9.04018,95,13
97.13,5.73509,87,13
97.2767,5.42411,89,13
97.1967,5.42411,89,13
97.1167,6.02679,90,13
102.473,0.602678,81,14
93.57,21.8407,99,14
93.5733,11.4509,99,14
99.49,3.01339,85,14
100.263,3.01339,85,14
98.2233,4.21875,87,14
101.023,0.602679,81,14
97.0733,7.23214,92,14
94.74,11.4509,99,14
95.3567,9.64286,96,14
101.207,0.602679,81,14
96.4867,9.04018,95,14
96.3167,9.64286,96,14
94.8233,9.64286,96,14
94.7433,10.2455,97,14
97.8367,4.21875,87,14
97.7933,5.13968,88,14
97.77,5.42411,89,14
97.1033,6.02679,90,14
97.3567,5.42411,89,14
97.2767,5.42411,89,14
96.4367,9.04018,95,14
97.1833,6.02679,90,14
97.1167,6.02679,90,14
103.09,0.602678,81,15
93.5833,11.4509,99,15
100.663,3.01339,85,15
94.7433,11.1592,96,15
98.2367,4.21875,87,15
101.033,1.2579,81,15
99.62,3.01339,85,15
94.85,9.64286,96,15
101.367,0.602679,81,15
96.4367,9.64286,96,15
97.37,5.42411,89,15
95.41,9.64286,96,15
97.85,4.82143,88,15
97.0733,8.1686,92,15
96.7033,9.04018,95,15
97.1833,7.23214,92,15
99.62,3.01339,85,15
97.23,6.62946,91,15
97.89,4.21875,87,15
101.207,0.602679,81,15
96.69,9.04018,95,15
97.2767,6.02679,90,15
97.1467,7.83482,93,15
97.25,6.16929,88,15
97.1167,7.89881,90,15
103.22,0.602678,81,16
93.6,67.5789,97,16
93.6633,11.4509,99,16
101.367,0.602679,81,16
96.5167,9.64286,96,16
98.3433,4.21875,87,16
99.6333,3.61607,86,16
95.45,9.64286,96,16
94.8267,11.4509,99,16
100.663,3.01339,85,16
99.7933,3.01339,85,16
94.9433,9.64286,96,16
97.45,5.42411,89,16
97.8633,4.82143,88,16
97.0733,9.04018,95,16
97.29,6.36056,89,16
98.05,4.21875,87,16
101.09,2.41071,84,16
101.103,2.21262,81,16
97.1833,7.59929,90,16
97.1167,8.83483,90,16
103.437,0.602678,81,17
93.6633,12.0952,96,17
97.45,5.42411,89,17
95.7433,9.64286,96,17
99.6333,3.61607,86,17
94.9967,9.64286,96,17
98.3967,4.21875,87,17
101.553,0.602679,81,17
100.7,3.01339,85,17
97.0733,9.04018,95,17
101.393,0.602679,81,17
93.6767,11.4509,99,17
97.3067,8.69596,93,17
101.263,2.41071,84,17
97.9967,4.82143,88,17
94.98,11.4509,99,17
97.4067,7.23214,92,17
99.8233,3.01339,85,17
97.4067,7.23214,92,17
94.9033,11.4509,99,17
101.25,2.41071,84,17
98.0633,4.21875,87,17
97.16,8.98141,93,17
97.1533,9.04018,95,17
103.633,0.602678,81,18
93.6633,14.9032,96,18
95.77,9.64286,96,18
94.98,11.4509,99,18
99.9433,3.97595,82,18
101.553,0.602679,81,18
94.9967,9.64286,96,18
98.41,4.21875,87,18
93.6667,12.5975,99,18
97.1533,9.04018,95,18
100.757,3.01339,85,18
93.6633,13.9672,96,18
97.1533,9.04018,95,18
97.4067,7.23214,92,18
101.53,2.21262,81,18
98.0233,5.42411,89,18
97.5167,6.02679,90,18
101.357,2.41071,84,18
98.09,4.21875,87,18
93.77,11.4509,99,18
101.54,0.602679,81,18
97.4067,7.23214,92,18
97.5167,5.42411,89,18
93.7567,11.4509,99,18
100.127,3.01339,85,18
100.09,3.30928,84,18
104.78,0.602678,81,19
93.77,11.4509,99,19
97.4067,7.72173,92,19
100.17,3.01339,85,19
98.6367,4.21875,87,19
101.62,0.602679,81,19
94.98,11.4509,99,19
95.77,9.64286,96,19
95.0233,9.64286,96,19
97.5167,5.42411,89,19
97.1533,9.04018,95,19
101.61,2.21262,81,19
101.62,0.602679,81,19
97.3167,9.04018,95,19
100.917,3.01339,85,19
97.69,5.42411,89,19
93.8067,11.4509,99,19
98.1433,4.21875,87,19
101.357,2.74449,83,19
98.1267,4.82143,88,19
101.423,2.41071,84,19
98.1267,4.82143,88,19
106.33,0.602678,81,20
93.8233,11.4727,96,20
101.69,0.602679,81,20
95.0367,9.64286,96,20
97.5167,6.02679,90,20
97.45,8.83483,90,20
93.85,11.4509,99,20
101.46,3.01339,85,20
100.17,3.30928,84,20
101.62,0.602679,81,20
98.6633,4.21875,87,20
95.7833,9.64286,96,20
97.1533,9.04018,95,20
100.38,3.01339,85,20
第12世代
,f1,f2,front
92.3333,11.4509,99,0
100.117,0.602678,81,0
96.6367,4.21875,87,0
95.5033,6.62946,91,0
98.45,2.41071,84,0
94.4933,7.83482,93,0
94.1967,9.04018,95,0
93.6633,9.64286,96,0
97.3433,3.01339,85,0
97.3033,3.01339,85,0
93.0667,10.8482,98,0
96.0367,5.42411,89,0
95.69,6.02679,90,0
98.8633,1.87929,82,0
92.4933,11.4509,99,0
94.32,7.83482,93,0
99.54,0.602679,81,0
98.9567,1.20536,82,0
99.01,0.602679,81,0
93.64,10.8482,98,0
96.0367,5.42411,89,0
93.56,10.8482,98,0
92.65,12.1061,99,1
100.197,0.602678,81,1
97.6767,3.01339,85,1
93.6533,10.8482,98,1
92.6633,11.4509,99,1
98.5167,2.41071,84,1
97.3967,4.21875,87,1
96.65,4.21875,87,1
93.6633,9.64286,96,1
99.2067,0.602679,81,1
96.61,5.42411,89,1
99.1967,1.87929,82,1
95.58,7.23214,92,1
94.33,9.64286,96,1
95.85,6.02679,90,1
96.0367,5.42411,89,1
94.7333,7.83482,93,1
95.16,7.83482,93,1
95.65,6.62946,91,1
99.1033,2.41071,84,1
94.5433,9.04018,95,1
99.8067,0.602679,81,1
94.5033,9.04018,95,1
94.8933,7.83482,93,1
100.69,0.602678,81,2
92.65,16.262,99,2
92.6667,11.4509,99,2
99.22,0.602679,81,2
98.5167,2.41071,84,2
92.9833,11.4509,99,2
96.6767,4.21875,87,2
93.6633,9.64286,96,2
97.6767,3.01339,85,2
97.4233,4.21875,87,2
96.1833,5.42411,89,2
94.9033,9.04018,95,2
99.8633,0.602679,81,2
94.41,9.64286,96,2
96.0367,6.02679,90,2
98.5167,3.01339,85,2
95.9133,7.23214,92,2
95.58,7.23214,92,2
94.9867,7.83482,93,2
95.24,7.83482,93,2
93.8233,9.64286,96,2
92.7033,11.4509,99,3
100.77,0.602678,81,3
99.2767,0.602679,81,3
98.85,2.41071,84,3
93.2633,11.4509,99,3
97.8367,3.01339,85,3
95.9133,7.23214,92,3
97.4767,4.21875,87,3
96.69,4.21875,87,3
94.9167,9.04018,95,3
93.8233,9.64286,96,3
96.1833,6.02679,90,3
94.49,9.64286,96,3
99.9533,0.602679,81,3
98.6767,3.01339,85,3
96.37,5.42411,89,3
95.0667,7.83482,93,3
95.48,7.83482,93,3
93.8233,9.64286,96,3
96.1967,5.42411,89,3
92.85,11.4509,99,3
95.32,7.83482,93,3
100.783,0.602678,81,4
92.7467,11.4509,99,4
94.8233,9.64286,96,4
95.08,7.83482,93,4
97.6233,4.21875,87,4
93.8367,9.64286,96,4
93.8233,10.5096,96,4
93.57,11.4509,99,4
98.7567,3.01339,85,4
99.0233,2.41071,84,4
99.9533,0.602679,81,4
96.3567,6.02679,90,4
97.8867,3.01339,85,4
99.2867,1.80804,83,4
97.0233,4.21875,87,4
99.38,0.602679,81,4
96.9167,4.82143,88,4
99.29,1.20536,82,4
95.9133,7.23214,92,4
96.3267,7.23214,92,4
98.01,3.01339,85,4
96.8767,5.42411,89,4
93,11.4509,99,4
95.8133,7.83482,93,4
95.56,7.83482,93,4
96.37,5.42411,89,4
96.5167,5.42411,89,4
96.3267,7.23214,92,4
92.85,11.4509,99,5
101.023,0.602678,81,5
99.29,1.20536,82,5
99.0233,2.41071,84,5
95.29,9.04018,95,5
94.08,10.8482,98,5
95.0233,9.64286,96,5
97.6367,4.21875,87,5
96.37,6.78308,89,5
98.85,3.01339,85,5
93.8267,11.4509,99,5
97.93,3.01339,85,5
96.9967,4.82143,88,5
95.4,7.83482,93,5
96.37,5.42411,89,5
99.9533,0.602679,81,5
96.1033,7.83482,93,5
99.8733,0.602679,81,5
97.3433,4.21875,87,5
94.1567,9.64286,96,5
93.17,11.4509,99,5
98.09,3.01339,85,5
94.21,9.64286,96,5
95.6533,7.83482,93,5
96.3267,7.23214,92,5
96.53,5.42411,89,5
96.9567,5.42411,89,5
96.9433,5.42411,89,5
96.3267,7.23214,92,5
101.103,0.602678,81,6
92.92,61.3202,100,6
93.08,11.4509,99,6
93.9033,11.4509,99,6
100.113,0.602679,81,6
99.29,1.20536,82,6
95.2367,9.64286,96,6
94.33,9.64286,96,6
99.01,3.01339,85,6
98.25,3.01339,85,6
99.94,0.602679,81,6
97.0767,4.82143,88,6
93.1833,11.4509,99,6
97.7567,4.21875,87,6
94.21,9.64286,96,6
96.61,5.42411,89,6
95.58,7.91163,92,6
95.29,9.04018,95,6
96.3267,7.72173,92,6
99.1033,2.41071,84,6
96.4367,6.02679,90,6
98.0333,3.01339,85,6
97.3833,4.21875,87,6
96.1467,7.83482,93,6
95.8933,7.83482,93,6
97.38,4.82143,88,6
95.7333,7.83482,93,6
96.5167,5.42411,89,6
98.09,3.01339,85,6
101.117,0.602678,81,7
93.1,69.7715,100,7
93.2367,11.4509,99,7
95.3433,9.42604,93,7
99.2633,3.01339,85,7
94.3433,9.64286,96,7
93.93,11.4509,99,7
98.5167,3.01339,85,7
100.503,0.602679,81,7
95.9867,7.83482,93,7
96.4367,6.02679,90,7
99.5967,2.41071,84,7
97.8767,4.21875,87,7
99.9433,1.87929,82,7
97.4233,4.21875,87,7
100.117,0.602679,81,7
93.24,11.4509,99,7
96.7033,5.42411,89,7
97.1167,5.42411,89,7
94.2267,10.8482,98,7
98.14,3.61607,86,7
97.22,4.82143,88,7
95.7467,7.83482,93,7
95.5,9.04018,95,7
95.58,7.91163,92,7
96.53,5.42411,89,7
98.25,3.01339,85,7
94.25,9.64286,96,7
98.22,3.01339,85,7
101.183,0.602678,81,8
93.2367,22.0653,99,8
93.2767,11.4509,99,8
99.9533,1.96926,81,8
99.2867,3.01339,85,8
95.41,9.64286,96,8
100.127,0.602679,81,8
95.57,9.04018,95,8
96.2033,8.68841,89,8
94.41,9.64286,96,8
100.62,0.602679,81,8
96.5167,6.33751,89,8
94.01,11.4509,99,8
97.89,4.21875,87,8
96.48,7.83482,93,8
97.1967,5.42411,89,8
98.2333,3.61607,86,8
94.3067,10.8482,98,8
98.6767,3.01339,85,8
97.49,4.21875,87,8
96.61,5.42411,89,8
96.2267,7.83482,93,8
96.7833,5.42411,89,8
98.3433,3.30928,84,8
94.33,9.64286,96,8
94.2367,11.4213,96,8
97.3667,4.82143,88,8
98.5967,3.01339,85,8
97.46,4.82143,88,8
101.437,0.602678,81,9
93.2533,61.6536,100,9
93.3167,11.4509,99,9
95.6633,9.04018,95,9
99.5967,3.01339,85,9
94.41,9.64286,96,9
100.193,0.602679,81,9
94.16,11.4509,99,9
100.62,0.602679,81,9
97.9033,4.21875,87,9
98.8367,3.01339,85,9
98.5167,3.30928,84,9
96.3267,8.1686,92,9
97.2767,5.42411,89,9
97.5033,4.21875,87,9
96.69,6.02679,90,9
96.85,5.42411,89,9
96.4,7.83482,93,9
94.33,9.64286,96,9
101.517,0.602678,81,10
93.3167,22.5032,98,10
93.3333,11.4509,99,10
94.2633,11.4509,99,10
94.4367,9.64286,96,10
95.6633,9.04018,95,10
100.197,2.21262,81,10
98.5533,3.61607,86,10
99.7133,3.01339,85,10
100.69,0.602679,81,10
97.9567,4.21875,87,10
100.22,0.602679,81,10
96.37,8.90315,89,10
96.8633,5.42411,89,10
96.85,6.02679,90,10
97.5167,5.07262,85,10
99.17,3.01339,85,10
94.3433,9.64286,96,10
98.8367,3.01339,85,10
96.8133,7.83482,93,10
95.69,9.04018,95,10
96.64,8.69596,93,10
97.6367,4.21875,87,10
96.66,7.91163,92,10
97.6333,4.82143,88,10
97.5833,4.82143,88,10
96.7333,7.83482,93,10
101.61,0.602678,81,11
93.3167,28.5393,98,11
93.3933,11.4509,99,11
95.9033,9.04018,95,11
94.45,9.64286,96,11
96.66,8.16815,92,11
94.41,9.64286,96,11
97.9567,4.21875,87,11
100.277,2.41071,84,11
98.85,3.30928,84,11
99.78,3.01339,85,11
100.7,0.602679,81,11
100.38,0.602679,81,11
99.1833,3.01339,85,11
97.0367,5.42411,89,11
97.6333,4.82143,88,11
96.8633,6.78308,89,11
96.9433,5.42411,89,11
97.6767,4.21875,87,11
96.9033,6.62946,91,11
98.8867,3.01339,85,11
97.6633,4.82143,88,11
96.8867,6.74964,88,11
93.3933,12.8099,99,12
101.69,0.602678,81,12
95.9967,9.04018,95,12
100.53,2.21262,81,12
96.8933,7.83482,93,12
93.5033,11.4509,99,12
94.41,9.64286,96,12
94.49,9.64286,96,12
97.0233,5.42411,89,12
96.66,8.21131,92,12
99.7933,3.01339,85,12
97.6767,4.82143,88,12
100.583,0.602679,81,12
98.0767,4.21875,87,12
98.86,3.99256,85,12
100.837,0.602679,81,12
97.1167,5.42411,89,12
93.4133,11.4509,99,12
98.9167,3.01339,85,12
99.5033,3.01339,85,12
97.7567,4.21875,87,12
98.8867,3.61607,86,12
97.0367,5.42411,89,12
101.783,0.602678,81,13
93.4767,28.6142,98,13
93.49,19.9686,99,13
93.5167,11.4509,99,13
96.0733,9.04018,95,13
100.01,3.01339,85,13
94.6233,9.64286,96,13
100.61,0.602679,81,13
94.4133,10.8482,98,13
98.09,4.21875,87,13
100.953,0.602679,81,13
99.5167,3.01339,85,13
96.93,9.04018,95,13
96.9733,8.69596,93,13
98.8867,3.61607,86,13
97.0233,6.02679,90,13
97.69,5.42411,89,13
97.7567,4.21875,87,13
94.49,9.64286,96,13
98.97,3.01339,85,13
97.2767,5.42411,89,13
97.7,4.82143,88,13
97.13,5.73509,87,13
98.9533,3.01339,85,13
98.8867,3.61607,86,13
97.1967,5.42411,89,13
97.1033,6.02679,90,13
98.9667,3.01339,85,13
101.943,0.602678,81,14
93.57,11.4509,99,14
100.193,3.01339,85,14
100.633,0.602679,81,14
94.4933,11.4509,99,14
96.0767,9.64286,96,14
97.0367,8.90315,89,14
94.57,9.64286,96,14
94.6633,9.64286,96,14
97.0733,7.23214,92,14
98.9033,4.08046,85,14
97.0667,7.83482,93,14
100.953,0.602679,81,14
98.1567,4.21875,87,14
99.06,3.61607,86,14
99.5267,3.01339,85,14
96.1533,9.04018,95,14
97.1033,6.02679,90,14
99.17,3.01339,85,14
97.77,4.21875,87,14
97.69,5.42411,89,14
97.2767,5.42411,89,14
97.1167,6.02679,90,14
96.1533,9.04018,95,14
97.7433,4.82143,88,14
97.7,4.82143,88,14
97.3567,5.42411,89,14
102.103,0.602678,81,15
93.57,21.8407,99,15
93.5733,11.4509,99,15
97.0733,7.23214,92,15
94.5833,9.64286,96,15
100.46,3.01339,85,15
96.1033,9.64286,96,15
96.4067,9.04018,95,15
94.69,9.64286,96,15
98.1567,4.21875,87,15
101.033,0.602679,81,15
99.06,3.61607,86,15
99.6333,3.01339,85,15
100.69,1.20536,82,15
97.3567,5.42411,89,15
97.81,4.21875,87,15
97.7033,5.42411,89,15
97.7133,4.82143,88,15
100.7,0.602679,81,15
99.25,3.01339,85,15
96.1533,9.04018,95,15
97.1033,6.02679,90,15
97.1833,6.02679,90,15
99.1833,3.30928,84,15
97.1167,6.02679,90,15
102.277,0.602678,81,16
93.57,22.29,99,16
93.5833,11.4509,99,16
96.29,9.52976,95,16
94.5967,11.4509,99,16
94.7433,9.64286,96,16
99.06,3.61607,86,16
98.2233,4.21875,87,16
101.127,0.602679,81,16
100.46,3.01339,85,16
96.41,9.04018,95,16
97.0733,7.91163,92,16
99.6333,3.01339,85,16
100.727,2.64114,81,16
100.783,1.20536,82,16
94.6633,9.64286,96,16
99.33,3.01339,85,16
97.8367,4.21875,87,16
97.37,5.42411,89,16
97.7933,5.13968,88,16
100.863,0.602679,81,16
97.1833,7.23214,92,16
97.7033,5.42411,89,16
97.23,6.62946,91,16
97.2767,6.02679,90,16
97.1467,7.83482,93,16
96.33,9.04018,95,16
97.25,6.16929,88,16
97.1167,7.89881,90,16
102.277,0.602678,81,17
93.6,67.5789,97,17
93.6633,11.4509,99,17
96.3167,9.64286,96,17
98.2367,4.21875,87,17
94.77,9.64286,96,17
99.4367,3.30928,84,17
94.7033,9.64286,96,17
101.207,0.602679,81,17
100.567,3.01339,85,17
99.7133,3.01339,85,17
97.0733,8.1686,92,17
96.4867,9.04018,95,17
100.783,1.20536,82,17
97.45,5.42411,89,17
97.29,6.36056,89,17
100.953,0.602679,81,17
97.77,5.42411,89,17
97.89,4.21875,87,17
97.1833,7.59929,90,17
99.46,3.01339,85,17
