第0世代
,f1,f2,front
114.68,28.9856,90,24
109.763,53.2092,86,24
110.46,41.0986,90,24
110.12,57.5906,97,25
130.007,21.4653,83,25
118.593,25.7217,82,25
112.81,39.5581,88,25
113.21,34.0805,87,25
123.37,22.9816,82,25
128.733,21.4704,80,25
124.37,22.2461,85,25
116.277,27.2239,98,25
115.727,32.0846,93,25
111.517,43.8159,83,25
110.653,48.0985,82,25
110.343,53.4676,91,25
110.49,51.7131,99,25
116.067,30.3177,99,25
111.063,45.4111,100,25
123.413,22.7069,87,25
111.17,44.4858,93,25
111.357,49.9977,80,26
125.827,22.9613,85,26
123.487,24.306,88,26
117.58,27.2714,94,26
113.193,41.2693,92,26
112.59,49.2237,81,26
116.563,34.9444,89,26
116.877,27.6432,92,26
115.21,36.2036,88,26
123.687,23.8771,86,26
113.687,36.9707,90,26
115.86,35.1374,83,26
113.46,38.7177,87,26
112.117,49.2614,100,26
113.373,40.494,83,26
113.503,37.2806,96,26
117.383,27.4682,97,26
125.19,24.1934,89,27
111.54,68.0049,97,27
113.62,38.4556,91,27
113.39,45.9749,100,27
116.403,35.2537,81,27
112.12,55.064,96,27
112.17,53.2303,90,27
121.727,27.6275,97,27
117.927,33.5883,87,27
118.73,30.8554,87,27
123.617,27.4935,97,27
123.81,24.9888,80,27
119.843,28.1859,95,27
119.563,28.416,80,27
126.38,24.3738,84,28
112.553,55.3944,85,28
113.56,47.5503,91,28
113.657,38.7826,93,28
123.9,26.2115,96,28
122.19,27.6831,96,28
118.82,33.4227,95,28
116.873,37.7828,85,28
119.963,28.6554,89,28
125.92,25.7537,81,28
118.367,35.066,85,28
120.28,28.3772,81,28
117.457,36.8645,99,28
117.31,37.2289,82,28
127.183,26.5635,89,29
112.697,64.9403,83,29
121,29.0617,98,29
124.523,26.9338,95,29
112.843,56.1007,83,29
118.98,34.4654,86,29
113.717,47.5029,100,29
114.017,43.5282,80,29
112.757,62.0999,92,29
114.857,40.215,87,29
115.863,39.7764,90,29
117.62,38.9484,88,29
117.963,37.2229,87,29
126.603,28.9216,91,30
113.337,57.176,88,30
114.433,47.3587,93,30
115.957,41.414,98,30
121.253,35.5378,92,30
113.563,56.3423,97,30
122.493,30.4049,92,30
119.45,38.6798,89,30
121.567,30.8105,89,30
118.013,39.4174,92,30
116.86,39.8449,82,30
122.277,30.708,100,30
127.103,29.0493,80,31
113.583,59.812,89,31
116.047,43.3738,83,31
121.937,33.6463,96,31
122.593,31.0979,93,31
119.207,40.2079,87,31
114.77,51.3059,89,31
118.123,40.2137,100,31
114.503,54.0974,93,31
114.12,57.8249,95,31
132.77,30.0237,82,32
114.763,56.3534,86,32
119.617,40.7018,97,32
122.783,33.6253,97,32
116.243,44.8597,88,32
129.02,32.5069,95,32
115.04,53.2664,88,32
125.9,33.4192,97,32
117.89,43.7783,96,32
115.033,54.136,98,32
130.51,33.1654,80,33
114.777,72.9628,80,33
115.427,64.8458,92,33
115.497,53.971,92,33
116.73,48.734,93,33
118.267,44.1087,92,33
120.58,41.9813,90,33
123.363,37.8595,84,33
122.377,41.8646,86,33
127.7,35.7099,83,33
125.573,37.6365,89,33
126.603,37.0675,88,33
127.603,35.8061,93,33
126.413,37.2802,81,33
125.37,38.4804,88,34
115.757,61.8151,87,34
118.21,49.1245,90,34
116.743,58.1673,85,34
123.5,40.6203,94,34
121.783,43.2217,92,34
124.84,39.9252,81,34
119.563,48.0546,92,34
115.867,60.0598,96,34
120.573,45.4726,86,34
120.187,47.3785,89,34
121.167,44.3715,99,34
121.713,43.2456,81,34
125.66,38.5939,91,35
115.99,74.576,99,35
117.6,60.9128,98,35
118.65,51.8671,90,35
121.02,48.8845,88,35
123.63,42.1522,88,35
122.52,45.8173,83,35
125.557,39.6063,80,35
122.623,43.5088,83,35
126.13,38.8797,81,36
118.027,61.866,95,36
121.717,51.1809,86,36
119.38,53.6621,89,36
123.81,46.4631,89,36
118.433,61.0592,94,36
123.887,43.2354,86,36
125.697,39.9538,81,36
127.437,41.4493,96,37
118.62,63.0099,90,37
121.39,56.0167,92,37
124.5,50.7148,88,37
122.86,55.9669,91,37
126.413,49.4093,89,37
127.1,47.0076,84,37
127.22,41.4506,96,37
128.443,42.9585,88,38
122.813,85.3596,88,38
124.55,56.8337,88,38
127.833,44.4911,82,38
129.407,43.6978,88,39
124.55,79.3038,96,39
125.043,67.1246,96,39
128.157,46.0058,100,39
129.03,50.0275,90,40
128.943,50.7551,97,40
133.11,58.127,91,41
129.623,60.4392,84,41
131.047,60.4451,87,42
第1世代
,f1,f2,front
100.62,0.602679,81,0
93.77,11.4509,99,0
94.9167,9.04018,95,0
96.37,5.42411,89,0
99.2867,4.82143,88,0
97.3567,5.42411,89,0
100.553,3.61607,86,0
100.41,4.82143,88,0
106.423,0.602679,81,1
93.92,60.4482,98,1
94.85,11.4509,99,1
102.09,3.30928,84,1
97.2767,5.42411,89,1
97.1467,7.83482,93,1
108.997,0.602679,81,2
94.9833,16.7287,96,2
95.7267,11.4509,99,2
97.9,9.04018,95,2
95.61,14.7276,96,2
106.74,2.41071,84,2
103.33,4.82143,88,2
106.047,3.61607,86,2
108.713,1.20536,82,2
104.38,4.21875,87,2
101.3,6.02679,90,2
100.21,7.03825,85,2
98.6467,7.69139,87,2
101.15,6.62946,91,2
98.2867,8.02167,87,2
98.56,7.83482,93,2
111.447,1.20536,82,3
95.1433,33.3699,98,3
95.3567,19.6814,95,3
95.97,12.0312,99,3
106.917,2.74449,83,3
103.86,5.2501,85,3
106.58,4.93795,84,3
97.65,11.4509,99,3
97.9,9.04018,95,3
99.41,8.26595,88,3
102.503,7.16929,85,3
100.543,7.83176,87,3
101.15,7.56547,91,3
102.05,7.397,91,3
106.633,3.61607,86,3
106.633,3.61607,86,3
114.353,1.80804,83,4
96.1,18.3368,98,4
104.01,5.73928,83,4
101.21,8.4375,94,4
99.01,10.126,95,4
106.837,3.8465,83,4
108.047,2.83039,81,4
96.1567,15.416,98,4
98.1267,12.284,97,4
111.98,2.41071,84,4
96.5433,13.3988,88,4
112.007,2.41071,84,4
96.9033,13.3193,98,4
114.353,1.80804,83,5
96.1067,76.247,100,5
96.39,35.6623,98,5
96.3833,68.2094,96,5
96.57,15.416,98,5
106.967,4.29464,82,5
110.673,4.21875,87,5
111.283,3.74449,80,5
113.98,2.41071,84,5
101.423,9.64286,96,5
99.05,13.8483,89,5
105.823,6.02679,90,5
103.113,9.64286,96,5
99.8633,10.126,95,5
97.4367,14.323,96,5
104.967,7.32736,86,5
99.2333,10.2455,97,5
104.263,8.16929,82,5
96.9833,14.8084,96,5
103.793,9.04018,95,5
104.053,8.33923,85,5
103.93,8.65545,87,5
115.1,1.80804,83,6
96.7167,62.9262,96,6
96.8767,16.2055,88,6
108.273,4.82143,88,6
103.917,9.08545,92,6
100.807,10.2455,97,6
98.0233,14.4513,90,6
99.4333,13.6074,100,6
106.23,7.83482,93,6
105.273,8.50262,81,6
100.09,10.4816,95,6
108.083,6.02678,90,6
106.58,6.79432,90,6
99.5833,10.5789,96,6
105.353,8.4375,94,6
107.327,6.02679,90,6
99.5167,12.5835,90,6
107.15,6.62946,91,6
107.15,6.62946,91,6
119.537,3.01339,85,7
96.9267,58.8488,92,7
97.67,19.7926,90,7
115.847,3.64262,83,7
109.607,4.82143,88,7
104.01,9.1938,93,7
107.143,9.04018,95,7
102.17,10.3626,88,7
98.47,15.7599,89,7
99.25,14.7493,100,7
99.62,10.925,97,7
100.423,10.4816,95,7
108.447,7.83482,93,7
108.207,7.98844,91,7
116.79,3.64262,83,8
97.17,65.2517,96,8
97.9433,52.2842,99,8
98.37,23.3897,95,8
112.323,4.93432,83,8
108.287,8.06525,90,8
102.237,10.4478,96,8
105.83,9.23259,86,8
99.7133,12.4593,88,8
110.297,7.85863,90,8
98.8233,16.7981,97,8
104.193,9.64286,96,8
98.73,17.846,97,8
110.367,5.50092,88,8
100.717,11.0402,89,8
111.74,4.97505,86,8
100.263,11.4509,99,8
105.09,9.26595,85,8
104.57,9.47188,85,8
117.537,3.64262,83,9
98.1,87.1485,99,9
98.21,60.2262,96,9
98.44,30.0395,92,9
108.913,9.04018,95,9
114.767,5.40595,84,9
105.437,9.29658,83,9
112.65,5.9544,84,9
111.043,8.06525,90,9
98.8333,22.3007,95,9
103.313,10.87,95,9
101.423,11.5789,93,9
111.283,7.48854,80,9
102.21,11.2226,98,9
104.33,9.79262,96,9
99.65,17.2511,93,9
100.447,12.6775,87,9
99.2067,21.0053,87,9
100.113,17.1769,93,9
100.367,14.2577,97,9
104.993,9.58695,95,9
99.1167,21.9882,93,9
126.603,6.1747,83,10
98.2967,65.1235,88,10
118.537,6.62946,91,10
98.6733,58.4988,92,10
98.71,34.8684,95,10
98.8433,26.6009,97,10
113.4,7.36101,86,10
100.73,12.986,99,10
110.043,9.37889,80,10
99.9533,18.4885,98,10
99.6367,21.3285,98,10
105.903,9.47188,85,10
98.7667,34.4062,99,10
98.58,62.4138,100,10
102.837,11.8893,96,10
112.333,8.35992,83,10
111.073,8.41543,86,10
104.647,10.3177,88,10
103.54,11.213,90,10
105.193,9.64286,96,10
103.423,11.5793,93,10
125.603,7.11892,83,11
98.5033,86.1667,99,11
115.043,7.83595,83,11
98.7033,60.6825,96,11
99.4033,35.768,95,11
99.0067,58.8321,92,11
99.8167,28.706,99,11
111.153,9.04018,95,11
113.42,8.76393,83,11
100.497,21.6526,97,11
107.403,10.0406,92,11
101.113,19.8211,97,11
99.4667,32.5137,98,11
101.503,14.0578,90,11
109.367,9.52627,88,11
102.957,12.2226,95,11
108.99,9.83527,87,11
105.54,10.2455,97,11
105.41,11.9405,99,11
102.103,13.3374,83,11
104.263,12.0293,83,11
103.847,12.0536,100,11
100.753,20.2492,97,11
105.54,10.2455,97,11
101.757,13.4593,85,11
101.663,13.478,85,11
125.857,7.5247,83,12
98.8967,91.7815,98,12
99.61,44.2648,91,12
99.47,79.1529,98,12
115.363,8.4375,94,12
100.543,29.584,98,12
106.677,10.6249,85,12
100.997,21.0823,90,12
113.233,9.25822,84,12
109.897,10.1686,86,12
104.307,12.3626,82,12
109.193,10.5993,81,12
114.073,9.04018,95,12
102.21,15.0826,99,12
101.713,18.8623,83,12
103.57,14.3767,85,12
101.753,16.0826,96,12
103.81,13.4264,100,12
117.183,9.16146,82,13
99.7233,78.0859,98,13
100.563,31.3066,87,13
99.9433,64.5296,98,13
115.34,9.95009,92,13
112.397,10.3185,81,13
110.567,11.1518,96,13
100.56,48.4429,96,13
100.4,49.6682,93,13
107.593,11.1815,97,13
101.063,25.0198,98,13
101.823,17.5249,92,13
101.41,22.6315,95,13
105.767,14.4976,90,13
99.7733,69.4403,89,13
104.567,14.556,88,13
106.527,12.7124,87,13
102.543,16.416,95,13
107.01,12.3626,82,13
103.463,15.0826,99,13
99.84,69.3172,100,13
102.77,15.5156,83,13
103.997,14.7471,96,13
125.857,9.19164,80,14
100.117,75.8398,98,14
100.593,33.692,99,14
100.587,67.9403,100,14
122.907,9.3094,85,14
116.993,9.97792,92,14
109.163,11.4379,85,14
112.71,10.8482,98,14
100.897,31.3066,87,14
101.543,25.6004,93,14
105.423,14.8893,87,14
113.617,10.8482,98,14
116.247,10.0217,92,14
100.52,68.0631,89,14
102.707,17.1793,99,14
107.477,12.4596,100,14
101.863,19.6061,97,14
103.767,15.9825,85,14
104.67,15.411,82,14
107.97,11.4509,99,14
101.827,22.9561,96,14
101.787,23.3654,96,14
107.65,12.1304,99,14
118.16,10.2206,90,15
100.717,67.1417,87,15
101.773,41.3842,99,15
101.043,56.3968,89,15
114.463,11.3316,83,15
101.897,22.8402,90,15
108.81,11.4509,99,15
115.45,11.193,95,15
104.103,16.9336,86,15
100.957,60.6598,93,15
105.713,15.4326,87,15
106.713,15.428,91,15
107.49,12.5274,97,15
102.917,17.4826,87,15
100.717,66.1281,87,15
108.34,12.1176,97,15
102.163,21.6526,97,15
102.727,19.9426,97,15
102.5,20.276,96,15
124.363,10.2247,83,16
101.117,67.3263,95,16
119.857,12.1816,94,16
115.21,12.3387,83,16
102.01,37.9248,99,16
101.987,45.826,84,16
102.063,23.9443,87,16
101.58,56.9707,91,16
110.753,12.4367,81,16
103.207,18.8623,83,16
101.19,60.1344,99,16
104.717,17.2137,93,16
102.237,22.4522,95,16
106.683,16.5349,87,16
108.1,13.5723,80,16
109.81,13.4894,99,16
107.82,16.0051,93,16
101.49,57.1915,89,16
110.257,12.6419,82,16
107.487,16.1935,93,16
110.643,12.885,93,17
101.29,70.6307,87,17
102.103,46.6348,93,17
101.92,62.7606,86,17
102.2,26.9211,97,17
105.423,17.5293,87,17
107.263,17.2091,87,17
109.367,14.182,88,17
104.71,19.2338,93,17
103.237,25.426,97,17
108.127,14.667,80,17
103.73,20.2017,91,17
101.463,65.3973,87,17
103.5,20.9544,97,17
108.063,16.0993,85,17
102.237,25.776,100,17
101.297,67.9443,87,17
102.233,26.3385,98,17
111.223,12.8893,93,18
101.717,79.1604,98,18
102.407,51.7488,92,18
102.407,26.3941,90,18
110.087,14.5795,98,18
108.157,15.703,92,18
106.183,17.7656,80,18
101.92,65.4866,96,18
107.917,17.5988,87,18
103.737,25.1178,95,18
102.277,61.9766,93,18
104.957,19.6931,85,18
105.717,19.0194,85,18
103.903,21.4347,81,18
104.533,21.3726,99,18
102.063,63.798,83,18
102.013,65.3151,89,18
113.673,13.2513,81,19
102.443,61.5209,99,19
102.573,28.3235,90,19
110.727,14.8975,94,19
112.617,13.4573,87,19
108.513,15.7977,100,19
106.33,19.1793,93,19
104.157,22.0393,97,19
107.573,17.8814,94,19
103.82,25.4202,96,19
103.42,27.9119,98,19
105.263,21.5798,87,19
105.52,20.5236,90,19
108.273,17.6701,100,19
113.537,13.3344,97,19
116.74,13.7729,94,20
102.443,65.1888,99,20
102.907,47.008,83,20
103.723,29.114,94,20
114.363,14.3448,91,20
102.76,63.9437,89,20
110.84,15.2126,83,20
108.117,20.1424,85,20
106.267,20.5236,90,20
109.647,16.1508,96,20
104.247,24.0923,93,20
104.167,27.3767,98,20
105.083,22.3427,82,20
105.983,20.6462,100,20
108.39,18.4691,87,20
104.777,22.4327,93,20
109.237,17.0819,92,20
108.75,17.5512,87,20
118.1,13.985,89,21
102.863,68.7179,100,21
103.627,47.466,99,21
104.273,25.7255,95,21
103.063,64.6686,83,21
103.24,48.2774,84,21
116.11,14.99,94,21
113.617,15.9055,98,21
112.31,16.7006,82,21
106.163,20.7786,93,21
105.623,22.6404,93,21
108.143,20.2021,91,21
110.557,16.7493,94,21
104.603,25.2525,86,21
109.34,19.0456,98,21
108.61,19.6093,98,21
109.687,17.7493,91,21
109.98,17.2804,94,21
110.407,16.7716,95,21
104.563,25.6816,88,21
125.857,15.0309,80,22
103.253,56.1475,87,22
104.357,40.8184,99,22
103.45,50.7521,87,22
116.95,15.1174,93,22
104.53,30.5073,94,22
108.477,20.2021,91,22
111.137,16.9984,87,22
105.607,29.0185,84,22
106.02,23.6198,80,22
112.433,16.9336,86,22
115.037,16.416,95,22
106.68,22.1459,88,22
107.67,21.5767,88,22
116.113,15.7848,94,22
115.463,15.9541,86,22
107.487,21.7535,93,22
116.863,15.3272,89,22
103.357,56.9866,94,23
117.913,15.1697,90,23
105.95,32.6421,83,23
105.597,43.1268,87,23
115.993,16.3262,85,23
112.847,18.3448,92,23
107.393,23.5715,80,23
110.7,21.9608,90,23
104.283,53.1181,89,23
106.233,26.1172,96,23
104.387,48.226,89,23
105.393,46.3488,92,23
117.237,15.7222,80,23
107.317,25.3886,85,23
111.803,19.2443,85,23
111.24,19.4058,86,23
110.97,20.9468,83,23
110.963,21.1962,89,23
119.06,15.4805,90,24
103.39,62.6187,85,24
117.233,16.586,85,24
105.597,44.6993,87,24
105.133,48.9726,89,24
104.363,58.1516,97,24
113.833,18.6365,93,24
106.207,34.3092,97,24
107.063,29.2449,90,24
107.837,25.548,88,24
109.16,23.9794,93,24
106.57,33.5912,96,24
110.963,23.2879,89,24
103.84,59.3354,85,24
111.18,21.0333,91,24
109.103,25.4485,97,24
113.513,19.5493,86,24
112.283,20.764,82,24
112.65,20.3906,82,24
103.433,61.3898,81,24
110.97,22.5426,92,24
120.407,15.5798,81,25
103.703,66.2629,96,25
105.93,45.0326,85,25
105.637,54.6237,96,25
106.55,35.7073,83,25
115.847,18.64,89,25
111.71,21.0823,82,25
104.55,59.8874,80,25
107.27,29.9708,90,25
118.2,16.8737,94,25
109.77,25.1318,98,25
104.137,61.2339,85,25
118.103,18.1793,96,25
113.98,20.6705,91,25
106.823,33.9866,89,25
113.993,19.1919,81,25
108.333,26.0021,88,25
108.07,27.5873,85,25
111.147,24.6772,89,25
111.007,24.9893,100,25
128.16,16.0838,81,26
103.89,77.5492,83,26
120.71,16.137,82,26
106.903,35.6659,96,26
111.877,21.2646,95,26
106.12,49.9593,98,26
103.983,68.1767,90,26
105.863,59.3802,97,26
115.283,20.3186,98,26
108.34,28.5268,90,26
119.06,17.5772,90,26
106.763,41.1101,90,26
111.153,25.9824,95,26
106.437,45.3521,87,26
117.023,18.8757,86,26
109.977,27.0517,85,26
105.857,62.6602,95,26
104.457,63.6078,93,26
116.18,19.0348,80,26
108.62,27.8179,93,26
104.517,63.4119,99,26
125.733,16.2186,85,27
104.143,77.4798,80,27
106.73,50.2182,83,27
121.11,17.3298,80,27
105.58,68.0043,90,27
123.88,16.6326,85,27
119.057,18.8833,80,27
113.277,23.0789,88,27
106.443,58.5775,87,27
第2世代
,f1,f2,front
100.62,0.602679,81,0
93.77,11.4509,99,0
94.9167,9.04018,95,0
96.37,5.42411,89,0
100.553,3.61607,86,0
98.3433,5.40595,84,0
99.4467,4.37237,85,0
97.1167,5.42411,89,0
99.2867,4.82143,88,0
102.113,0.602679,81,1
93.92,60.4482,98,1
94.17,14.926,97,1
100.41,4.82143,88,1
97.2767,5.42411,89,1
102.09,3.30928,84,1
96.48,7.83482,93,1
94.5167,11.4509,99,1
95.8,11.2226,98,1
95.6467,11.4509,99,1
106.423,0.602679,81,2
94.85,11.4509,99,2
102.93,2.74405,83,2
97.3567,5.42411,89,2
97.1467,7.83482,93,2
96.2633,11.4509,99,2
104.153,1.69494,82,2
97.2767,5.42411,89,2
109.743,0.602679,81,3
94.9767,33.5366,98,3
94.9833,14.3183,96,3
98.93,6.02679,90,3
103.33,4.82143,88,3
97.1533,9.04018,95,3
105.63,3.16742,81,3
97.4067,7.23214,92,3
95.5967,11.4509,99,3
104.38,4.21875,87,3
107.997,0.602679,81,3
106.553,1.20536,82,3
95.2233,11.556,97,3
107.1,1.20536,82,3
108.997,0.602679,81,4
94.9833,16.7287,96,4
95.7267,11.4509,99,4
106.58,2.41071,84,4
103.86,5.2501,85,4
95.61,14.7276,96,4
108.713,1.20536,82,4
101.3,6.02679,90,4
97.1533,9.04018,95,4
106.047,3.61607,86,4
104.97,4.82143,88,4
95.4367,16.5283,95,4
98.2867,8.02167,87,4
100.15,7.56547,91,4
97.4067,9.04018,95,4
101.15,6.62946,91,4
98.6467,7.69139,87,4
100.21,7.03825,85,4
98.56,7.83482,93,4
111.447,1.20536,82,5
95.13,64.8594,96,5
95.1433,33.3699,98,5
95.1567,18.1606,96,5
106.74,2.41071,84,5
95.9033,11.4509,99,5
106.58,4.93795,84,5
101.897,6.62947,91,5
104.01,5.73928,83,5
99.41,8.26595,88,5
97.5033,9.64286,96,5
