第0世代
f1,f2
156.255,22.7158,9
154.433,26.4337,9
159.277,17.9548,9
153.692,27.8044,9
157.292,18.0204,9
160.32,16.7078,9
156.5,20.8941,9
156.953,20.2228,9
154.015,27.4103,9
157.117,18.7639,9
166.725,15.1796,10
152.919,89.5922,10
153.673,71.6668,10
153.75,42.5329,10
162.895,15.8979,10
153.848,28.3379,10
161.213,17.2557,10
154.735,27.6454,10
156.393,23.2166,10
159.783,18.3437,10
158.723,20.2397,10
157.311,20.5446,10
158.788,18.4552,10
157.053,20.9027,10
156.716,22.0994,10
156.801,22.0984,10
164.098,16.0258,11
153.545,95.99,11
153.848,28.7686,11
162.002,17.7192,11
158.788,18.6319,11
156.565,24.041,11
158.018,21.1672,11
163.72,17.1723,11
156.716,22.8363,11
171.725,16.8363,12
153.988,64.2543,12
154.049,31.9389,12
166.97,16.9748,12
165.179,18.0099,12
156.272,30.525,12
162.075,18.1398,12
160.438,18.7928,12
156.716,22.8666,12
156.565,25.9956,12
162.033,18.2791,12
158.018,22.4761,12
159.66,19.0089,12
158.693,21.3835,12
156.716,25.7025,12
159.08,20.2639,12
158.093,21.7464,12
159.277,19.9936,12
170.508,17.9006,13
154.537,68.4183,13
154.818,53.1847,13
164.64,18.8013,13
155.16,35.7267,13
162.087,19.2011,13
156.716,23.0457,13
158.447,21.9685,13
159.755,19.4282,13
156.529,30.5494,13
156.587,26.1715,13
156.191,34.5409,13
159.232,21.3891,13
156.193,33.5027,13
159.618,20.2881,13
170.642,18.9483,14
154.538,73.6754,14
160.075,20.1517,14
154.843,59.4401,14
155.485,40.9275,14
154.831,73.4086,14
156.381,34.246,14
第3世代
f1,f2
165.208,2.44578,0
148.013,88.7239,0
148.088,33.3008,0
153.49,3.48356,0
151.633,6.04217,0
148.168,14.7018,0
149.647,10.8434,0
149.076,14.0691,0
157.84,3.62458,1
148.171,38.5372,1
148.408,14.8664,1
155.303,6.97095,1
152.693,14.8523,1
153.49,8.87079,1
153.307,13.3579,1
153.435,12.2171,1
164.098,5.42539,2
148.223,94.568,2
148.46,24.1678,2
154.113,8.8782,2
148.261,83.01,2
148.827,15.3444,2
153.632,12.2158,2
148.225,84.4343,2
153.787,11.7399,2
171.178,6.15452,3
148.385,87.8152,3
149.127,30.88,3
148.926,81.6531,3
149.698,15.5982,3
165.208,6.81927,3
154.113,11.8883,3
157.303,9.42765,3
160.952,9.03603,3
165.135,7.45413,3
154.58,10.241,3
160.452,9.05792,3
171.178,6.78422,4
148.665,96.786,4
149.173,73.7087,4
149.643,31.2715,4
165.635,7.42468,4
155.807,10.4574,4
160.283,10.0928,4
153.693,15.753,4
150.525,18.1944,4
165.208,8.04217,4
150.78,15.8979,4
162.655,9.28614,4
150.208,27.75,4
154.58,13.3629,4
160.32,9.6925,4
162.617,9.29098,4
155.75,13.0682,4
149.749,30.8686,4
150.192,28.0249,4
150.775,16.2411,4
165.208,8.77981,5
149.181,85.811,5
150.168,69.0736,5
150.244,28.0909,5
160.872,10.1619,5
156.953,10.6871,5
149.926,82.9419,5
160.32,10.2459,5
154.088,16.4157,5
150.776,17.4972,5
151.797,16.4571,5
156.372,13.1418,5
155.825,13.5552,5
155.325,14.4215,5
155.202,16.3722,5
151.28,16.827,5
150.967,16.9558,5
155.203,16.2078,5
171.178,9.54711,6
149.585,97.3314,6
150.417,71.3611,6
150.735,28.1987,6
161.575,10.5422,6
152.693,16.6054,6
157.452,13.1926,6
151.315,18.1053,6
155.825,16.2078,6
160.952,10.7408,6
151.24,25.7062,6
158.967,11.0186,6
155.925,14.4656,6
158.958,12.3373,6
152.52,17.6757,6
151.03,27.527,6
155.825,15.266,6
155.825,16.1734,6
165.291,11.1013,7
150.923,97.7405,7
151.453,26.5159,7
151.332,61.2754,7
151.04,67.7537,7
160.32,11.3346,7
165.135,11.1213,7
155.825,16.2078,7
152.903,16.6276,7
159.538,13.0457,7
157.708,13.4117,7
151.985,19.5689,7
156.75,15.8695,7
157.335,14.7086,7
152.58,19.394,7
152.692,18.3102,7
161.048,11.4026,8
151.086,71.6658,8
151.682,36.3338,8
151.673,70.6251,8
158.415,13.4873,8
155.925,16.3409,8
151.76,26.6413,8
154.068,16.8363,8
152.595,22.5648,8
153.26,17.7217,8
157.043,16.1282,8
151.995,23.223,8
157.463,16.0637,8
158.26,14.6977,8
153.623,16.9528,8
171.8,11.6054,9
151.262,95.9831,9
151.705,52.0151,9
151.303,85.0293,9
162.655,11.7671,9
151.948,27.4424,9
162.273,13.7754,9
158.702,14.0421,9
155.884,17.1372,9
153.878,17.4476,9
157.618,16.5775,9
152.595,24.0699,9
153.292,21.0612,9
152.367,24.0857,9
153.652,18.4067,9
158.415,16.5094,9
156.68,16.6593,9
153.438,20.8675,9
156.68,17.0403,9
158.458,14.8458,9
165.975,11.9768,10
151.792,87.5146,10
152.082,62.0254,10
152.485,28.1038,10
151.923,69.1672,10
164.235,12.8694,10
160.655,14.4079,10
154.298,17.6974,10
157.825,16.807,10
152.878,25.2859,10
155.799,17.4812,10
165.208,12.3383,10
158.655,15.3794,10
159.4,15.0451,10
153.438,22.5723,10
156.752,17.0007,10
160.425,14.9923,10
153.83,20.1631,10
153.745,21.3051,10
156.172,17.235,10
156.466,17.1674,10
152.006,70.0662,11
165.475,12.6856,11
152.726,29.6595,11
152.173,69.3713,11
159.763,15.3806,11
165.208,14.9172,11
156.43,17.5462,11
158.543,17.1851,11
154.02,23.5711,11
154.58,19.6686,11
153.043,26.2354,11
153.507,24.9764,11
159.23,16.162,11
156.165,18.1835,11
155.542,18.1993,11
155.163,19.2574,11
165.475,13.6506,11
158.788,16.5094,11
155.315,18.8818,11
158.788,16.9539,11
171.8,13.0971,12
152.326,85.769,12
152.751,65.2732,12
152.853,30.7059,12
165.635,14.3433,12
152.749,76.8711,12
160.953,15.8979,12
164.513,15.83,12
154.873,20.5945,12
154.218,24.6696,12
153.293,26.3571,12
159.08,16.6632,12
156.118,19.1574,12
157.65,17.6594,12
158.655,17.2043,12
第4世代
f1,f2
171.8,1.80723,0
147.97,92.5883,0
148.088,33.3008,0
148.013,88.7239,0
164.098,3.18993,0
153.49,3.48356,0
165.208,2.44578,0
148.168,14.7018,0
151.633,6.04217,0
149.647,10.8434,0
152.812,5.31928,0
149.076,14.0691,0
149.333,13.1529,0
157.84,3.62458,1
148.171,38.5372,1
148.29,23.3622,1
148.408,14.8664,1
154.117,6.04079,1
152.693,14.8523,1
153.49,8.87079,1
153.307,13.3579,1
153.435,12.2171,1
171.8,3.88816,2
148.223,94.568,2
148.453,15.987,2
148.348,82.2337,2
155.303,6.97095,2
164.098,5.42539,2
165.012,4.75282,2
150.705,14.8754,2
153.632,12.2158,2
148.225,84.4343,2
154.113,8.8782,2
149.28,15.3182,2
153.787,11.7399,2
148.827,15.3444,2
148.261,83.01,2
165.208,5.11445,3
148.385,87.8152,3
148.46,24.1678,3
156.712,7.87341,3
163.768,7.31187,3
151.798,15.1479,3
154.113,11.8883,3
149.652,17.7315,3
154.58,10.241,3
149.698,15.5982,3
154.335,10.7455,3
171.8,5.77019,4
148.47,69.0254,4
148.569,28.0226,4
165.635,6.1227,4
150.208,27.75,4
150.408,15.8979,4
160.952,9.03603,4
157.303,9.42765,4
165.135,7.45413,4
151.94,15.5272,4
160.452,9.05792,4
154.5,15.1907,4
155.807,10.4574,4
155.75,13.0682,4
154.58,13.3629,4
165.208,6.81927,4
171.178,6.15452,5
148.665,96.786,5
148.754,79.0593,5
149.127,30.88,5
165.635,7.42468,5
157.542,9.6747,5
162.617,9.29098,5
153.693,15.753,5
165.208,8.04217,5
150.192,28.0249,5
150.78,15.8979,5
162.655,9.28614,5
150.452,20.1131,5
154.982,14.8206,5
155.203,13.3629,5
149.521,28.6788,5
156.372,13.1418,5
156.953,10.6871,5
150.525,18.1944,5
156.835,12.9631,5
150.775,16.2411,5
171.178,6.78422,6
148.926,81.6531,6
149.173,73.7087,6
149.32,30.9529,6
165.208,8.77981,6
160.32,9.6925,6
150.244,28.0909,6
157.963,10.7804,6
150.742,19.2171,6
154.088,16.4157,6
157.452,13.1926,6
151.797,16.4571,6
160.283,10.0928,6
148.962,81.2051,6
155.825,13.5552,6
149.749,30.8686,6
154.857,16.1318,6
151.28,16.827,6
155.307,14.9598,6
155.325,14.4215,6
150.776,17.4972,6
150.967,16.9558,6
171.8,7.60135,7
149.05,84.3103,7
149.54,61.81,7
149.643,31.2715,7
167.843,9.64868,7
160.952,9.95006,7
171.178,9.54711,7
157.708,13.4117,7
151.315,18.1053,7
151.24,23.9081,7
152.693,16.6054,7
155.202,16.3722,7
155.925,14.4656,7
160.32,10.2459,7
150.437,28.6838,7
158.967,11.0186,7
158.958,12.3373,7
152.52,17.6757,7
151.03,27.527,7
150.735,28.1987,7
155.557,15.7703,7
155.825,15.266,7
160.872,10.1619,7
155.203,16.2078,7
171.8,9.53006,8
149.181,85.811,8
149.918,63.488,8
151.24,25.7062,8
162.905,10.1386,8
155.755,15.9693,8
152.903,16.6276,8
160.89,10.2804,8
159.538,13.0457,8
151.315,21.3192,8
151.76,18.9185,8
160.282,11.1904,8
158.415,13.4873,8
156.75,15.8695,8
152.692,18.3102,8
157.335,14.7086,8
157.995,14.4576,8
161.575,10.5422,9
149.513,87.896,9
151.04,67.7537,9
151.24,25.7233,9
149.926,82.9419,9
150.168,69.0736,9
160.32,11.3346,9
158.702,14.0421,9
154.068,16.8363,9
155.543,16.7496,9
157.043,16.1282,9
158.26,14.6977,9
151.985,19.5689,9
157.463,16.0637,9
160.952,10.7408,9
155.825,16.1734,9
151.452,21.5002,9
152.58,19.394,9
153.26,17.7217,9
153.623,16.9528,9
152.869,18.3373,9
151.315,22.1835,9
155.825,16.2078,9
149.585,97.3314,10
165.374,10.638,10
151.332,61.2754,10
151.453,26.5159,10
150.417,71.3611,10
150.201,97.0466,10
158.458,14.8458,10
161.048,11.4026,10
155.825,16.2078,10
165.135,11.1213,10
160.655,14.4079,10
151.04,68.791,10
154.58,17.3229,10
152.67,19.785,10
153.652,18.4067,10
151.928,23.3788,10
153.878,17.4476,10
160.995,12.5619,10
152.595,22.5648,10
152.462,23.2086,10
151.995,23.223,10
165.291,11.1013,10
165.291,11.1025,10
171.8,10.8172,11
150.424,80.5331,11
151.682,36.3338,11
162.655,11.7671,11
151.387,69.5094,11
161.022,13.0439,11
第5世代
f1,f2
156.057,0.0852462,0
146.97,78.5636,0
148.04,23.3622,0
151.633,6.04217,0
149.647,10.8434,0
153.99,1.29286,0
152.812,3.61446,0
148.045,14.7018,0
149.076,14.0691,0
153.49,3.48356,0
149.333,13.1529,0
171.8,1.80723,1
147.681,81.5335,1
148.088,33.3008,1
152.812,3.61446,1
163.963,2.55722,1
164.098,1.80723,1
148.168,14.7018,1
151.78,9.53042,1
149.83,14.3854,1
171.8,1.80723,2
147.793,94.6715,2
148.171,32.1849,2
148.013,88.7239,2
157.84,3.62458,2
152.812,3.75495,2
164.098,3.18993,2
165.208,1.83434,2
148.408,14.8664,2
148.21,19.8363,2
151.985,14.6164,2
152.325,13.157,2
147.97,92.5883,2
165.208,2.44578,2
171.8,2.41867,3
147.89,95.9456,3
148.171,38.5372,3
165.635,2.93982,3
152.812,5.31928,3
158.712,4.55562,3
161.048,4.11446,3
148.29,23.3622,3
152.693,14.8523,3
150.705,14.8754,3
148.453,15.987,3
149.28,15.3182,3
148.827,15.3444,3
171.8,3.88816,4
148.223,94.568,4
148.46,24.1678,4
148.432,81.0877,4
161.048,5.1203,4
165.012,4.75282,4
154.117,6.04079,4
148.225,84.4343,4
148.935,18.2953,4
151.798,15.1479,4
153.307,13.3579,4
149.698,15.5982,4
151.24,15.2898,4
153.49,8.87079,4
149.076,16.1916,4
153.633,7.25874,4
153.435,12.2171,4
148.261,83.01,4
148.348,82.2337,4
165.208,5.11445,5
148.385,87.8152,5
148.47,69.0254,5
155.303,6.97095,5
164.098,5.42539,5
148.569,28.0226,5
151.94,15.5272,5
153.308,15.2625,5
148.71,24.6391,5
150.408,15.8979,5
149.159,16.3689,5
154.113,8.8782,5
153.6,8.9447,5
149.45,16.2498,5
165.343,5.4033,6
148.665,96.786,6
161.575,7.22892,6
149.127,30.88,6
149.087,76.6071,6
155.807,7.30515,6
165.208,6.81927,6
148.754,79.0593,6
153.03,15.817,6
150.78,15.8979,6
149.525,21.8209,6
149.521,28.6788,6
155.33,8.9447,6
153.632,12.2158,6
149.698,17.2571,6
150.775,16.2411,6
154.58,10.241,6
154.335,10.7455,6
149.652,17.7315,6
153.787,11.7399,6
148.883,77.2129,6
171.8,5.77019,7
148.926,81.6531,7
149.173,67.5581,7
149.32,30.9529,7
161.575,7.22892,7
165.635,6.1227,7
156.712,7.87341,7
148.962,81.2051,7
165.208,7.10485,7
154.113,11.8883,7
149.82,22.5511,7
155.543,9.12706,7
149.749,30.8686,7
151.797,16.4571,7
153.693,15.753,7
149.93,19.947,7
153.713,14.6506,7
156.345,8.19817,7
150.525,18.1944,7
151.28,16.827,7
150.967,16.9558,7
150.595,17.3689,7
171.178,6.15452,8
149.05,84.3103,8
149.173,73.7087,8
149.328,33.9992,8
163.768,7.31187,8
162.028,7.85118,8
157.34,8.14648,8
149.967,23.0653,8
149.643,31.2715,8
152.693,16.6054,8
155.807,10.4574,8
150.776,17.4972,8
157.303,9.42765,8
153.771,15.728,8
150.452,20.1131,8
154.878,12.2679,8
154.115,13.9113,8
154.58,13.3629,8
150.742,19.2171,8
150.775,19.2014,8
154.845,13.2701,8
154.858,12.673,8
171.8,6.6226,9
149.181,85.811,9
149.54,61.81,9
150.192,28.0249,9
159.83,8.22531,9
171.178,6.78422,9
165.635,7.42468,9
165.135,7.45413,9
157.542,9.6747,9
150.675,27.2436,9
150.955,20.5092,9
155.75,13.0682,9
151.315,18.1053,9
152.52,17.6757,9
152.903,16.6276,9
156.713,10.7177,9
154.088,16.4157,9
155.203,13.3629,9
154.982,14.8206,9
156.953,10.6871,9
154.5,15.1907,9
150.987,20.0973,9
154.148,15.7573,9
150.208,27.75,9
171.8,7.60135,10
149.513,87.896,10
149.918,63.488,10
150.244,28.0909,10
165.208,8.04217,10
149.54,67.1166,10
171.178,7.8276,10
160.952,9.03603,10
157.675,9.84533,10
160.32,9.6925,10
156.717,11.6913,10
151.76,18.9185,10
151.03,27.527,10
151.24,23.9081,10
151.315,21.3192,10
152.692,18.3102,10
156.372,13.1418,10
155.825,13.5552,10
153.26,17.7217,10
154.068,16.8363,10
153.623,16.9528,10
154.58,16.2929,10
155.325,14.4215,10
154.857,16.1318,10
160.452,9.05792,10
155.203,15.4236,10
155.307,14.9598,10
165.208,8.77981,11
149.585,97.3314,11
150.168,69.0736,11
150.437,28.6838,11
第6世代
f1,f2
157.062,0,0
146.97,78.5636,0
147.423,16.4918,0
147.308,77.3495,0
148.96,5.43072,0
152.812,3.61446,0
156.057,0.0852462,0
153.99,1.29286,0
147.673,11.3092,0
153.49,3.48356,0
158.09,1.30711,1
147.303,78.787,1
147.913,20.4391,1
153.812,3.61446,1
150.152,6.03542,1
152.812,3.61446,1
148.045,14.7018,1
149.076,14.0691,1
149.53,10.8434,1
149.307,10.8603,1
171.8,1.80723,2
147.681,81.5335,2
148.04,23.3622,2
148.009,78.3464,2
157.84,3.62458,2
164.098,1.80723,2
152.812,3.75495,2
163.963,2.55722,2
151.633,6.04217,2
149.647,10.8434,2
148.168,14.7018,2
149.333,13.1529,2
171.8,1.80723,3
147.793,94.6715,3
148.007,81.7188,3
148.088,33.3008,3
155.925,4.26813,3
161.048,4.11446,3
166.593,1.80723,3
152.812,5.31928,3
148.21,19.8363,3
164.098,3.18993,3
149.615,14.2329,3
148.171,32.1849,3
147.97,92.5883,3
148.408,14.8664,3
151.408,12.2239,3
151.798,9.03615,3
165.208,2.44578,3
165.953,1.83434,3
151.453,11.3854,3
151.78,9.53042,3
165.208,1.83434,3
171.8,1.80723,4
147.89,95.9456,4
148.171,38.5372,4
148.013,88.7239,4
158.712,4.55562,4
152.812,5.44879,4
165.208,2.44578,4
165.012,4.01205,4
148.29,23.3622,4
149.83,14.3854,4
151.76,13.0434,4
148.453,15.987,4
152.383,11.7933,4
149.28,15.3182,4
148.827,15.3444,4
152.173,12.7607,4
171.8,1.89433,5
148.131,92.3957,5
148.315,45.1535,5
161.048,5.1203,5
152.812,5.86678,5
148.252,78.7162,5
