第0世代
f1,f2,first_soc,front
119.393,11.5601,100,0
time
44.52,76.6599,105.102
soc
64,71,51
f1,f2,first_soc,front
104.871,21.5623,100,0
time
44.52,65.0437
soc
41,49
f1,f2,first_soc,front
107.131,18.6277,100,0
time
37.72,51.2841,65.1507
soc
39,36,55
f1,f2,first_soc,front
109.762,15.4614,100,0
time
33.64,66.7948,88.2139
soc
66,48,39
f1,f2,first_soc,front
112.977,11.5648,100,0
time
40.44,79.6944
soc
69,58
f1,f2,first_soc,front
110.934,14.1259,100,0
time
25.48,32.9635,53.7772
soc
67,70,79
f1,f2,first_soc,front
116.3,11.563,100,0
time
45.88,83.5575
soc
78,74
f1,f2,first_soc,front
126.068,11.5601,100,1
time
44.52,100.245
soc
73,58
f1,f2,first_soc,front
106.286,25.7857,100,1
time
30.92,59.588
soc
83,77
f1,f2,first_soc,front
113.304,21.4466,100,1
time
2.36,50.7929,60.1819
soc
100,37,72
f1,f2,first_soc,front
113.676,11.9919,100,1
time
30.92,48.446,72.4495
soc
64,75,75
f1,f2,first_soc,front
109.905,23.1134,100,1
time
39.08
soc
84
f1,f2,first_soc,front
119.517,11.5615,100,1
time
39.08,72.4074
soc
65,78
f1,f2,first_soc,front
115.163,11.5659,100,1
time
28.2,53.0619,80.7364,106.839
soc
59,48,46,30
f1,f2,first_soc,front
112.014,22.4342,100,1
time
2.36,50.7929
soc
100,75
f1,f2,first_soc,front
119.007,11.563,100,1
time
45.88,65.2205
soc
39,77
f1,f2,first_soc,front
123.505,11.563,100,2
time
45.88,68.406,93.0251
soc
48,71,78
f1,f2,first_soc,front
110.339,24.6001,100,2
time
30.92,89.1684,96.6534
soc
84,29,29
f1,f2,first_soc,front
114.182,24.2185,100,2
time
52.68
soc
73
f1,f2,first_soc,front
114.829,16.3953,100,2
time
45.88
soc
83
f1,f2,first_soc,front
120.406,11.5648,100,2
time
40.44,78.8791
soc
62,68
f1,f2,first_soc,front
115.432,14.2759,100,2
time
33.64,65.5504
soc
77,82
f1,f2,first_soc,front
116.447,11.5702,100,2
time
29.56,64.0395
soc
73,79
f1,f2,first_soc,front
115.896,12.087,100,2
time
35,84.2621
soc
74,52
f1,f2,first_soc,front
132.075,11.563,100,3
time
45.88,96.1474,110.323
soc
76,44,62
f1,f2,first_soc,front
111.744,31.9876,100,3
time
9.16,46.49,56.1242,86.0591
soc
92,50,64,43
f1,f2,first_soc,front
118.008,14.2741,100,3
time
39.08,101.064
soc
82,40
f1,f2,first_soc,front
115.139,18.6205,100,3
time
17.32,43.2745,66.7626,96.4573
soc
84,61,54,40
f1,f2,first_soc,front
128.328,11.5658,100,3
time
37.72,72.0704,105.468
soc
64,64,64
f1,f2,first_soc,front
113.429,27.0519,100,3
time
1,53.8349,59.7326,83.768
soc
100,21,60,62
f1,f2,first_soc,front
133.502,12.9239,100,4
time
25.48,71.8296,98.5158,114.917
soc
81,63,64,70
f1,f2,first_soc,front
112.424,41.7087,100,4
time
13.24,22.3633,52.7295,82.4551
soc
83,90,77,49
f1,f2,first_soc,front
118.272,16.2784,100,4
time
44.52,58.2833,103.968
soc
33,60,37
f1,f2,first_soc,front
125.755,14.5642,100,4
time
29.56,56.3553,67.7146,107.193
soc
81,70,81,56
f1,f2,first_soc,front
114.586,40.1183,100,4
time
26.84,38.5803
soc
65,94
f1,f2,first_soc,front
115.8,24.2185,100,4
time
52.68,85.9716
soc
71,73
f1,f2,first_soc,front
131.04,13.725,100,4
time
28.2,67.2825,99.2578
soc
71,49,67
f1,f2,first_soc,front
116.052,23.8197,100,4
time
6.44,39.3051,52.1161,76.611,95.4787
soc
95,64,78,61,43
f1,f2,first_soc,front
114.03,40.3631,100,4
time
26.84,96.481
soc
92,29
f1,f2,first_soc,front
134.134,13.8827,100,5
time
44.52,61.9342,91.981,111.612
soc
51,78,79,82
f1,f2,first_soc,front
115.089,50.9118,100,5
time
14.6,35.4557,109.346
soc
84,93,11
f1,f2,first_soc,front
117.068,40.1819,100,5
time
18.68,23.2443,79.0643
soc
73,95,57
f1,f2,first_soc,front
118.655,17.9932,100,5
time
45.88,53.37
soc
29,84
f1,f2,first_soc,front
119.937,16.5665,100,5
time
48.6,86.5601
soc
55,60
f1,f2,first_soc,front
129.416,15.7145,100,5
time
40.44,95.3147
soc
73,67
f1,f2,first_soc,front
130.72,15.6319,100,5
time
45.88,86.5118
soc
65,83
f1,f2,first_soc,front
116.507,43.8727,100,5
time
10.52,45.4871
soc
90,88
f1,f2,first_soc,front
116.136,47.1549,100,5
time
29.56,109.061
soc
94,17
f1,f2,first_soc,front
116.132,50.3176,100,5
time
15.96,49.227,76.4126,102.301
soc
95,82,54,24
f1,f2,first_soc,front
133.388,16.5831,100,6
time
17.32,56.7177,108.979
soc
77,78,74
f1,f2,first_soc,front
116.208,50.2257,100,6
time
22.76,89.1782
soc
99,45
f1,f2,first_soc,front
118.824,22.8038,100,6
time
24.12,71.3201,78.3895
soc
87,48,71
f1,f2,first_soc,front
124.609,17.0021,100,6
time
44.52,73.1245
soc
57,84
